Wrocław,Oleśnica,Bolesławiec,Legnica,Wałbrzych,Świebodzice,Góra,Świdnica,Jelenia Góra,Strzelin,Wołów,Lubin,Trzebnica,Kłodzko,Głogów,Dzierżoniów,Jawor,Polkowice,Kamienna Góra,Lwówek Śląski,Złotoryja,Środa Śląska,Milicz,Ząbkowice Śląskie,Oława,Ząbkowice,Bydgoszcz,Nakło nad Notecią,Żnin,Włocławek,Toruń,Grudziądz,Zbiczno,Mogilno,Brodnica,Świecie,Rypin,Unisław,Podobowice,Lisewo,Chełmno,Aleksandrów Kujawski,Wąbrzeźno,Inowrocław,Golub Dobrzyń,Sępólno Krajeńskie,Bełżyce,Lublin,Biłgoraj,Tomaszów Lubelski,Chełm,Kozienice,Białopole,Kraśnik,Zamość,Puławy,Łuków,Janów Lubelski,Hrubieszów,Krasnystaw,Łęczna,Ryki,Opole Lubelskie,Biała Podlaska,Radzyń Podlaski,Parczew,Warszawa,Lubartów,Skarżysko-Kamienna,Radom,Cybinka,Gorzów Wielkopolski,Świebodzin,Sulęcin,Zielona Góra,Żary,Lubsko,Wschowa,Żagań,Strzelce Krajeńskie,Nowa Sól,Nadarzyn,Piaseczno,Pruszków,Radzanów,Nowe Miasto nad Pilicą,Grójec,Grodzisk Mazowiecki,Mińsk Mazowiecki,Rzekuń,Przysucha,Lelis,Sierpc,Zawidz,Mława,Żyrardów,Płock,Józefów,Siedlce,Białobrzegi,Ciechanów,Legionowo,Tomczyce,Szydłowiec,Orońsko,Węgrowo,Niedabyl,Pułtusk,Wołomin,Nowy Dwór Mazowiecki,Mochowo,Małkinia Górna,Gorzewo,Otwock,Wyszków,Ożarów Mazowiecki,Garwolin,Ostrów Mazowiecka,Przasnysz,Łyse,Sochaczew,Wierzbica,Rusiec,Nowy Dwór mazowiecki,Teresin,Ostrów Mazowiecki,Długosiodło,Płońsk,Gostynin,Węgrów,Maków Mazowiecki,Warszawa Wesoła,Dębe Wielkie,Skórzec,Domanice,Borowie,Sokołów Podlaski,Kraków,Nowy Sącz,Dąbrowa Tarnowska,Bochnia,Myślenice,Wadowice,Brzesko,Gorlice,Tarnów,Wieliczka,Oświęcim,Chrzanów,Limanowa,Proszowice,Olkusz,Sucha Beskidzka,Nowy Targ,Zakopane,Miechów,Strzelce Opolskie,Krapkowice,Kędzierzyn-Koźle,Opole,Głubczyce,Nysa,Prudnik,Olesno,Brzeg,Kluczbork,Kościeliska,Namysłów,Łańcut,Rzeszów,Leżajsk,Nisko,Mielec,Stalowa Wola,Dębica,Lubaczów,Tarnobrzeg,Krosno,Jasło,Lesko,Przemyśl,Strzyżów,Sanok,Przeworsk,Dębice,Ropczyce,Kolbuszowa,Sobolewo,Białystok,Łomża,Augustów,Zambrów,Siemiatycze,Suwałki,Bielsk Podlaski,Czyżew,Hajnówka,Ciechanowiec,Mońki,Sokółka,Wysokie Mazowieckie,Kobylin-Borzymy,Średnica-Maćkowięta,Rosochate Kościelne,Szymbory Jakubowięta,Gołasze-Puszcza,Nowa Ruś,Łopienie-Zyski,Szczuczyn,Kolno,Grajewo,Osipy-Kolonia,Kaczyn-Herbasy,Gdańsk,Tczew,Kartuzy,Gdynia,Kwidzyn,Wejherowo,Nowy Dwór Gdański,Puck,Słupsk,Sopot,Kościerzyna,Chojnice,Starogard Gdański,Bytów,Lębork,Szczytno,Olsztyn,Elbląg,Braniewo,Olecko,Tolkmicko,Giżycko,Pisz,Ostróda,Nowe Miasto Lubawskie,Kętrzyn,Iława,Nidzica,Działdowo,Węgorzewo,Poznań,Kalisz,Kościan,Krotoszyn,Czarnków,Śrem,Ostrów Wielkopolski,Piła,Grodzisk Wielkopolski,Konin,Leszno,Wolsztyn,Turek,Gniezno,Chodzież,Nowy Tomyśl,Rawicz,Kępno,Oborniki,Gostyń,Pleszew,Trzcianka,Jarocin,Szamotuły,Radawnica,Wągrowiec,Ostrzeszów,Słupca,Września,Słupno,Środa Wielkopolska,Stargard,Szczecin,Białogard,Wałcz,Police,Koszalin,Świdwin,Gryfino,Kołobrzeg,Gryfice,Choszczno,Świnoujście,Goleniów,Łobez,Sławno,Kamień Pomorski,Myślibórz,Gryfice ,Łódź,Bełchatów,Opoczno,Skierniewice,Poddębice,Pabianice,Zgierz,Aleksandrów Łódzki,Tomaszów Mazowiecki,Rawiczów,Łowicz,Rawa Mazowiecka,Radomsko,Rozprza,Piotrków Trybunalski,Zduńska Wola,Głowno,Stryków,Sieradz,Kutno,Żychlin,Brzeziny,Pajęczno,Łęczyca,Łask,Wieruszów,Kleszczów,Wieluń,Rawski,Racibórz,Cieszyn,Sosnowiec,Chorzów,Zawiercie,Bytom,Tychy,Częstochowa,Cieszyna,Ruda Śląska,Rybnik,Dąbrowa Górnicza,Katowice,Mysłowice,Bielsko-Biała,Zabrze,Gliwice,Tarnowskie Góry,Imielin,Gierałtowice,Siemianowice Śląskie,Lubliniec,Myszków,Piekary Śląskie,Świerklaniec,Wojkowice,Pilchowice,Bieruń,Będzin,Mikołów,Wodzisław Śląski,Kłobuck,Świętochłowice,Mszana,Pszów,Rydułtowy,Czyżowice,Żory,Siemianowice Śląśkie,Bielsko Biała,Żywiec,Ruda Śląśka,Piekary Śląśkie,Czeladź,Jaworzno,Pszczyna,Jastrzębie-Zdrój,Radlin,Lędziny,Czechowice-Dziedzice,Orzesze,Wisła,Skoczów,Starachowice,Kielce,Pińczów,Skarżysko,Strachowice,Busko-Zdrój,Ostrowiec Świętokrzyski,Staszów,Sandomierz,Jędrzejów,Opatów,Końskie,Włoszczowa
0264,0214,0201,0262,0265,0219,0204,0219,0261,0217,0222,0211,0220,0208,0203,0202,0205,0216,0207,0212,0226,0218,0213,0224,0215,2465,0461,0410,0419,0464,0463,0462,0402,0409,0402,0414,0412,3012,0419,2805,0404,0401,0417,0407,0405,0413,0609,0663,0602,0618,0662,1407,0603,0607,0664,0614,0611,0605,0604,0606,0610,0616,0612,0661,0615,0613,1465,0608,2610,1463,0805,0861,0808,0807,0862,0811,0811,0812,0810,0806,0804,1421,1418,1421,1413,1406,1406,1405,1412,1415,1423,1415,1427,1427,1413,1438,1462,0602,1464,0620,1402,1408,1002,1430,1430,0462,1401,1424,1434,1414,1427,1416,1404,1417,1435,1432,1403,1416,1422,2003,1428,1425,1001,1414,1001,1416,1435,1420,1404,1433,1411,1465,1412,1426,2201,1403,1429,1261,1262,1204,1201,1209,1218,1202,1205,1263,1219,1213,1203,1207,1214,1212,1215,1211,1217,1208,1611,1605,1603,1661,1602,1607,1610,1608,1601,1604,0222,1606,1810,1863,1808,1812,1811,1818,1803,1809,1864,1861,1805,1821,1862,1819,1817,1814,0418,1815,1806,2012,2061,2062,2001,2014,2010,2063,2003,2013,2005,2013,2008,2011,2013,2013,2013,2013,2013,2013,2013,2013,2004,2006,2004,2013,2013,2261,2214,2205,2262,2207,2215,2210,2211,2263,2264,2206,2202,2213,2201,2208,2817,2862,2861,2802,2813,2804,2806,2816,2815,2812,2808,2807,2811,2803,2819,3064,3061,3011,3012,3002,0216,3017,3019,3005,3062,3063,3029,3027,3003,3001,3015,3022,3008,3016,3004,3020,3002,3006,3024,3031,3028,3018,3023,3030,1434,3025,3214,3262,3201,3217,3211,3261,3216,3206,3208,3205,3202,3263,3204,3218,3213,3207,3210,3205,1061,1001,1007,1063,1011,1008,1020,1020,1016,1015,1005,1013,1012,1010,1062,1019,1020,1020,1014,1002,1002,1021,1009,1004,1003,1018,1206,1017,1013,2411,2403,2475,2463,2416,2462,2477,2464,1819,2472,2473,2465,2469,2470,2461,2478,2466,2413,2414,2405,2474,2407,2409,2471,2413,2401,2405,2414,2401,2408,2415,2406,2476,1606,2415,2415,2603,2479,2474,2461,2417,2472,2471,2401,2468,2410,2467,2415,2414,2402,2408,1408,2403,2611,2661,2608,2610,0209,2601,2607,2612,2609,2602,2606,2605,2613
